Index,target,LCB,UCB,TP,sparsity size,F1,Method
0.0,0.3891722547630126,-2.958926734554887,3.4736311156624406,False,5.0,0.16666666666666666,MLE
0.0,0.253011963602623,-1.7049939696982,4.618661540186582,False,5.0,0.16666666666666666,MLE
0.0,-0.14495059222944573,-3.978051418289783,1.8688886853082378,False,5.0,0.16666666666666666,MLE
0.0,-0.15856456969790964,-4.091606921841336,2.500815974330051,False,5.0,0.16666666666666666,MLE
0.0,0.19481572853713158,-2.916481149244568,3.3263070253814613,False,5.0,0.16666666666666666,MLE
0.0,0.490996805006691,-5.152423387734878,1.3846113585299693,False,5.0,0.16666666666666666,MLE
0.0,0.2860011833492931,-3.1214040315832694,3.5909080328988594,False,5.0,0.16666666666666666,MLE
0.0,0.5472594431256327,-2.706366933296486,3.995544492582448,False,5.0,0.16666666666666666,MLE
0.0,-0.36235930999415694,-2.6326298158437593,3.853067321952687,False,5.0,0.16666666666666666,MLE
0.0,-0.2719323752369222,-2.79244293426382,3.8664281927035895,False,5.0,0.16666666666666666,MLE
0.0,-0.3802401944734192,-2.2136347335236635,3.973086481136772,False,5.0,0.16666666666666666,MLE
0.0,-0.30343340346589526,-5.019564504932487,1.4938269879277621,False,5.0,0.16666666666666666,MLE
0.0,0.9904792387593756,-0.8973394025027406,5.0024316080307045,True,5.0,0.16666666666666666,MLE
0.0,1.3568126043025905,0.015822793560689163,6.099926773159231,True,5.0,0.16666666666666666,MLE
0.0,0.8268184469956481,-3.8332947556845784,2.612708865444776,True,5.0,0.16666666666666666,MLE
0.0,-1.0646378053666279,-3.938121731599578,2.272475043971503,True,5.0,0.16666666666666666,MLE
0.0,0.0855168004188129,-4.602971377358461,1.5701080390210658,False,5.0,0.16666666666666666,MLE
0.0,-0.10862401484034462,-4.2124254580066465,2.184343270016872,False,5.0,0.16666666666666666,MLE
0.0,-0.1191521473981506,-4.495797496466105,1.9682410939746102,False,5.0,0.16666666666666666,MLE
0.0,-0.19049295952761297,-2.7482656928237104,2.9121932031614657,False,5.0,0.16666666666666666,MLE
0.0,0.051386950598217254,0.7804996882378612,7.004980208655728,False,5.0,0.16666666666666666,MLE
0.0,0.6181812872649753,-5.899859632660255,0.6666948293436095,False,5.0,0.16666666666666666,MLE
0.0,-0.22307794482785478,-2.8522495135082124,3.6693585662903923,False,5.0,0.16666666666666666,MLE
0.0,0.2882672666905224,-0.026792367566086384,6.055802931132777,False,5.0,0.16666666666666666,MLE
0.0,0.03433367625336586,-2.7164216635010208,3.466224827528473,False,5.0,0.16666666666666666,MLE
0.0,-0.12138092525416722,-2.7264295891875734,3.6295209494432252,False,5.0,0.16666666666666666,MLE
0.0,0.005822582848629817,-3.025505736823102,2.6964200014923847,False,5.0,0.16666666666666666,MLE
0.0,-0.03313578364045058,-2.7131144219423478,3.2530156648749378,False,5.0,0.16666666666666666,MLE
0.0,0.21685391699685336,-7.994621455405923,-0.2793142266968207,False,5.0,0.3076923076923077,Data splitting
0.0,0.15559490124452702,-3.1644947563599026,3.640344910694391,False,5.0,0.3076923076923077,Data splitting
0.0,-0.032545969228449774,-5.135661167418388,1.4963927092269178,False,5.0,0.3076923076923077,Data splitting
0.0,-0.02513051694646826,-3.781523930219114,2.87061537295638,False,5.0,0.3076923076923077,Data splitting
0.0,-0.02732974085018438,-2.8404214299798487,3.5230742220817906,False,5.0,0.3076923076923077,Data splitting
0.0,0.05600143708999423,-2.8413751039052655,3.377563138603937,False,5.0,0.3076923076923077,Data splitting
0.0,-0.07569109836165956,-5.656534472332176,1.3057820154587643,False,5.0,0.3076923076923077,Data splitting
0.0,0.16617221539533536,-2.438704562855829,4.07653708276199,False,5.0,0.3076923076923077,Data splitting
0.0,-0.16424539182449435,-5.200890218451692,2.0236825244989394,False,5.0,0.3076923076923077,Data splitting
0.0,-0.27778248363282354,-3.9461781178252284,3.242802261641884,False,5.0,0.3076923076923077,Data splitting
0.0,0.1865624947384473,-3.658881931281657,3.6211141737587225,False,5.0,0.3076923076923077,Data splitting
0.0,0.013025337256490264,-4.959860839819451,1.8143884583304648,False,5.0,0.3076923076923077,Data splitting
0.0,1.065419665923329,-1.0839002465260097,5.666660004545317,True,5.0,0.3076923076923077,Data splitting
0.0,1.3215360773912939,-0.37438488503059064,6.552343809320267,True,5.0,0.3076923076923077,Data splitting
0.0,0.9649645437625655,-2.0146489823099563,5.524383193008774,True,5.0,0.3076923076923077,Data splitting
0.0,-1.1765303249788779,-2.813736906903405,3.933210017309311,True,5.0,0.3076923076923077,Data splitting
0.0,-0.9709906781734948,-4.352708969107383,2.3968381253226614,True,5.0,0.3076923076923077,Data splitting
0.0,0.8844556388495924,-7.742090673885692,-0.5752999243914312,True,5.0,0.3076923076923077,Data splitting
0.0,-1.1905271354983904,-2.5813540940402966,4.842995707154724,True,5.0,0.3076923076923077,Data splitting
0.0,-1.0518603635692698,-6.967388612644372,-0.28922468962694525,True,5.0,0.3076923076923077,Data splitting
0.0,-0.10663669347847764,-7.274726063524746,-0.7287362523938401,False,5.0,0.3076923076923077,Data splitting
0.0,0.19472145684477277,-5.207053981607921,1.6467070972096383,False,5.0,0.3076923076923077,Data splitting
0.0,-0.026961861743208058,-3.404127637523503,3.8824468966821746,False,5.0,0.3076923076923077,Data splitting
0.0,0.014049155093379397,-2.051716480431435,4.824574169491248,False,5.0,0.3076923076923077,Data splitting
0.0,-0.2782100265275379,-6.171448690713563,0.7703487368734785,False,5.0,0.3076923076923077,Data splitting
0.0,0.3977479751778294,-2.633095914306663,4.210591829455617,False,5.0,0.3076923076923077,Data splitting
0.0,0.13264388399827906,-5.3386443315815475,1.3932964578064027,False,5.0,0.3076923076923077,Data splitting
0.0,0.056219535892358376,-4.065776996543806,2.536019772251745,False,5.0,0.3076923076923077,Data splitting
0.0,0.07802700322743766,-3.8295472986916472,3.319683089464559,False,5.0,0.3076923076923077,Data splitting
0.0,-0.10731745291395246,-1.2872494159968495,6.324952642475763,False,5.0,0.3076923076923077,Data splitting
0.0,0.018912714730356796,-5.3207467498406364,1.5487892292590615,False,5.0,0.3076923076923077,Data splitting
0.0,0.14026992883298936,-2.261851866216902,4.242819668225666,False,5.0,0.3076923076923077,Data splitting
0.0,0.2767030740584471,-3.271891330965155,-0.054577740181470435,False,5.0,0.5,Naive
0.0,0.15575496432833694,-0.2964113366303731,2.5023529277182615,False,5.0,0.5,Naive
0.0,-0.008458102638440428,-4.569748542663509,-1.11659446515798,False,5.0,0.5,Naive
0.0,-0.0035991587230151077,-1.4220865992607081,1.478057977065379,False,5.0,0.5,Naive
0.0,1.0657372996408645,0.6803276769090236,4.175551069075742,True,5.0,0.5,Naive
0.0,1.2796325249449356,0.5760695782985326,4.154558235751098,True,5.0,0.5,Naive
0.0,0.9817876461417503,-1.6585321347022852,2.0198096004391357,True,5.0,0.5,Naive
0.0,-1.1524917503737955,-2.4677978520603485,1.1366673174290665,True,5.0,0.5,Naive
0.0,-1.0380240723851561,-3.497689083484671,-0.07630489643370963,True,5.0,0.5,Naive
0.0,0.8842191677876793,-2.228538941242203,1.4293218343979468,True,5.0,0.5,Naive
0.0,-1.1462116760701961,-3.6219298440379353,0.13411658385727065,True,5.0,0.5,Naive
0.0,-1.048407151191179,-4.115996959201652,-0.6120010454937059,True,5.0,0.5,Naive
1.0,-0.23658456205087985,-6.5656131188930065,0.33455418022795813,False,5.0,0.33333333333333337,MLE
1.0,-0.33221275460977345,-6.158421565775468,0.7972114038053042,False,5.0,0.33333333333333337,MLE
1.0,-0.2333407569154045,-4.88211135680694,2.3196737449909794,False,5.0,0.33333333333333337,MLE
1.0,-0.15015527350028382,-6.7967910908737466,0.20472464620240904,False,5.0,0.33333333333333337,MLE
1.0,-0.4601441032151995,-4.280355899386095,3.0333316187752586,False,5.0,0.33333333333333337,MLE
1.0,-0.40700722307770765,-3.9098115286047337,2.9052775657736687,False,5.0,0.33333333333333337,MLE
1.0,-0.3571951089985021,-5.369960832165432,1.680794224422892,False,5.0,0.33333333333333337,MLE
1.0,-0.3957249777180122,-0.985214099631579,6.363069129334892,False,5.0,0.33333333333333337,MLE
1.0,-0.09649586739201683,-2.4434206649990684,3.998009316843825,False,5.0,0.33333333333333337,MLE
1.0,-0.03600724230777702,-0.9612998824578751,5.851155739894938,False,5.0,0.33333333333333337,MLE
1.0,-0.14631538500879412,-2.220969755580764,4.756701127009059,False,5.0,0.33333333333333337,MLE
1.0,0.020495180703196125,-1.9315892743959706,4.537644068437898,False,5.0,0.33333333333333337,MLE
1.0,0.9001889343943045,-0.7233742104746317,5.967534646658827,True,5.0,0.33333333333333337,MLE
1.0,-1.1492894698641853,-2.4315310056736053,4.299305464499163,True,5.0,0.33333333333333337,MLE
1.0,-1.3349927390115857,-1.493914250455457,5.817553091542573,True,5.0,0.33333333333333337,MLE
1.0,0.6957130721848834,-2.0266521062566785,4.947843545444381,True,5.0,0.33333333333333337,MLE
1.0,-0.10291696105537039,-0.9076206417536681,5.160296546591553,False,5.0,0.33333333333333337,MLE
1.0,-0.12231044068704451,-6.237177512260432,0.18101438995585184,False,5.0,0.33333333333333337,MLE
1.0,0.10892167913301709,-0.4983564209835101,5.924897449358076,False,5.0,0.33333333333333337,MLE
1.0,0.010804655519032202,-2.819283214199136,3.307288245518131,False,5.0,0.33333333333333337,MLE
1.0,-1.062922730089934,-5.240469742461757,0.8361239675174521,True,5.0,0.33333333333333337,MLE
1.0,-1.0522266249367072,-4.9998681822422055,1.4925653623416144,True,5.0,0.33333333333333337,MLE
1.0,0.9490470278304629,-0.4239515589678642,6.154284629042884,True,5.0,0.33333333333333337,MLE
1.0,-1.0679519803402202,-2.3789944920567425,3.8415803589855058,True,5.0,0.33333333333333337,MLE
1.0,-0.037335089085453486,-5.9698063584505885,-0.5905577618638103,False,5.0,0.33333333333333337,MLE
1.0,-0.09674792296230753,-3.7451470719019517,2.970280338079672,False,5.0,0.33333333333333337,MLE
1.0,0.10599762647501923,-0.9633983037810037,4.8783461748140455,False,5.0,0.33333333333333337,MLE
1.0,-0.011892338462205759,-4.8286797817564455,1.2591841817411085,False,5.0,0.33333333333333337,MLE
1.0,1.1064650909711538,-1.4164005562234903,4.382444997495616,True,5.0,0.33333333333333337,MLE
1.0,0.7243847409409445,-4.547754252536832,1.8256918910918194,True,5.0,0.33333333333333337,MLE
1.0,0.9878769165811077,-3.2372864607902803,2.9658018408766806,True,5.0,0.33333333333333337,MLE
1.0,-1.1389244508432697,-2.7552981858003758,3.2257429901022423,True,5.0,0.33333333333333337,MLE
1.0,-0.06995759082166876,-2.35507059870252,3.459772731028325,False,5.0,0.33333333333333337,MLE
1.0,0.1585507456504151,-3.9981862901090435,2.564642027874354,False,5.0,0.33333333333333337,MLE
1.0,-0.044432976693808544,-4.746690739921389,1.6877393069445163,False,5.0,0.33333333333333337,MLE
1.0,0.20958500765208804,-5.056794280352435,1.1284488129329762,False,5.0,0.33333333333333337,MLE
1.0,-0.053276180966212755,-2.616698211577854,3.7355917953616573,False,5.0,0.33333333333333337,MLE
1.0,0.1339474738120784,-2.559292594809959,4.180171023640893,False,5.0,0.33333333333333337,MLE
1.0,0.0515792606997131,-3.1307816849213856,3.6961012119010133,False,5.0,0.33333333333333337,MLE
