sparsity size,coverage rate,avg length,method,F1 score
5,0.875,6.075598545342821,MLE,0.3636363636363636
5,0.875,7.359213673068963,Data splitting,0.4444444444444445
5,0.8333333333333334,4.267364037815795,Naive,0.5
5,1.0,6.225540747647309,MLE,0.20000000000000004
5,0.95,8.417027531925765,Data splitting,0.5333333333333333
5,0.8125,4.197277487909393,Naive,0.4444444444444445
5,0.9375,6.576847165305927,MLE,0.15384615384615385
5,0.8636363636363636,8.50170639485435,Data splitting,0.37499999999999994
5,0.9,4.496583613630517,Naive,0.20000000000000004
5,0.9642857142857143,6.408036252216862,MLE,0.3333333333333333
5,0.8571428571428571,8.410729030631883,Data splitting,0.3333333333333333
5,0.8333333333333334,4.4887958962998775,Naive,0.3636363636363636
5,0.95,5.652437378339611,MLE,0.4000000000000001
5,1.0,8.185125509838699,Data splitting,0.25
5,0.75,4.241231754635834,Naive,0.0
5,0.875,6.452870813653787,MLE,0.22222222222222224
5,0.9285714285714286,7.775456150128961,Data splitting,0.5
5,0.875,4.229523079768304,Naive,0.28571428571428575
5,0.7916666666666666,6.12116209194244,MLE,0.1818181818181818
5,0.8,7.508179960976994,Data splitting,0.4000000000000001
5,0.875,4.137592158767125,Naive,0.28571428571428575
5,0.75,6.1365929398586925,MLE,0.0
5,0.7083333333333334,7.608044678701901,Data splitting,0.3636363636363636
5,0.8333333333333334,4.334212446529556,Naive,0.0
5,0.95,6.262532128490335,MLE,0.4000000000000001
5,0.9166666666666666,8.067565115451737,Data splitting,0.25
5,0.75,4.440048412555624,Naive,0.5
5,0.875,6.033898541637448,MLE,0.5454545454545454
5,1.0,7.303892858357009,Data splitting,0.5
5,1.0,3.5268895040292687,Naive,0.33333333333333337
8,1.0,6.065544046684915,MLE,0.5333333333333333
8,0.6666666666666666,7.479683266690832,Data splitting,0.36363636363636365
8,0.9166666666666666,4.264225954683677,Naive,0.18181818181818182
8,0.96875,6.521414912493439,MLE,0.375
8,0.9642857142857143,8.255264212015334,Data splitting,0.5333333333333333
8,1.0,4.389978043617643,Naive,0.4
8,0.7777777777777778,6.151534835753523,MLE,0.47058823529411764
8,0.8125,7.452565415948584,Data splitting,0.375
8,0.6666666666666666,4.321205030913805,Naive,0.5714285714285715
8,1.0,6.405147535552267,MLE,0.5
8,0.8888888888888888,7.986166396550615,Data splitting,0.5882352941176471
8,0.875,4.265234017039813,Naive,0.4
8,0.6666666666666666,7.179432427348147,MLE,0.7142857142857143
8,0.9166666666666666,8.69661650929128,Data splitting,0.7142857142857143
8,0.9166666666666666,4.759568744149274,Naive,0.36363636363636365
8,0.9166666666666666,6.450387442183655,MLE,0.5882352941176471
8,0.8928571428571429,7.846425808839399,Data splitting,0.39999999999999997
8,0.75,4.477718291761382,Naive,0.42857142857142855
8,0.9,5.993159492594449,MLE,0.22222222222222224
8,0.8571428571428571,7.214825957817835,Data splitting,0.39999999999999997
8,0.75,4.194083812570063,Naive,0.36363636363636365
8,0.9444444444444444,6.382637407953965,MLE,0.35294117647058826
8,0.8333333333333334,8.90372017972083,Data splitting,0.28571428571428575
8,0.75,4.456287015236388,Naive,0.0
8,0.9583333333333334,6.265942808517953,MLE,0.42857142857142855
8,0.96875,7.860686217984819,Data splitting,0.625
8,0.875,4.18821043848193,Naive,0.3333333333333333
8,0.875,5.968655631000179,MLE,0.14285714285714288
8,0.9166666666666666,7.380403453540166,Data splitting,0.28571428571428575
8,0.8333333333333334,4.198818957787009,Naive,0.36363636363636365
10,0.9,6.736836363307676,MLE,0.5333333333333333
10,0.8214285714285714,7.6206652364043554,Data splitting,0.588235294117647
10,0.6875,4.592054381068834,Naive,0.4285714285714285
10,0.825,6.27309538388174,MLE,0.5
10,0.9375,7.473299302888112,Data splitting,0.28571428571428575
10,0.875,4.36569202589839,Naive,0.5714285714285715
10,0.875,6.323132912337917,MLE,0.25
10,0.7916666666666666,7.4028382876059835,Data splitting,0.37499999999999994
10,0.6875,4.313128477051944,Naive,0.28571428571428575
10,0.9642857142857143,6.309313559535187,MLE,0.7058823529411764
10,0.9166666666666666,7.97286216839289,Data splitting,0.5
10,0.95,4.447414990068405,Naive,0.5333333333333333
10,0.8409090909090909,6.16200069217729,MLE,0.5714285714285713
10,0.75,7.999888917587414,Data splitting,0.4210526315789474
10,0.875,4.679345176253916,Naive,0.6
10,0.9375,6.241024573222769,MLE,0.33333333333333326
10,0.9583333333333334,8.018168377456199,Data splitting,0.5
10,0.9375,4.5440635983674,Naive,0.4285714285714285
10,0.9375,6.5528742334789065,MLE,0.5555555555555556
10,0.95,8.691815146690448,Data splitting,0.4
10,0.8125,4.7185507426360305,Naive,0.5555555555555556
10,0.875,6.195885930357967,MLE,0.4285714285714285
10,1.0,9.010345918489925,Data splitting,0.6666666666666665
10,0.6666666666666666,4.364923692888343,Naive,0.625
10,0.96875,6.792179506509184,MLE,0.4444444444444445
10,0.9642857142857143,8.29441588278552,Data splitting,0.7058823529411764
10,0.875,4.725781245142297,Naive,0.5714285714285715
10,0.8055555555555556,6.340465837621102,MLE,0.5263157894736842
10,0.9,7.7830037758463915,Data splitting,0.4
10,0.9375,4.775837988239617,Naive,0.4285714285714285
