method,proportion,avg length
Post-GL,0.5,17.88951630802555
Post-GL,0.5,14.66646264993184
Post-GL,0.5,23.069816392239936
Post-GL,0.5,16.245453747974523
Post-GL,0.5,17.96369252340217
Post-GL,0.5,18.53969534721861
Post-GL,0.5,13.47837764300865
Post-GL,0.5,28.35580562143367
Post-GL,0.5,14.01957747191867
Post-GL,0.5,19.55098482045952
Post-GL,0.5,21.97188174519574
Post-GL,0.5,15.970299454810995
Post-GL,0.5,23.148194188847043
Post-GL,0.5,18.337620187505983
Post-GL,0.5,27.63290471926358
Post-GL,0.5,24.257420436574034
Post-GL,0.5,20.275960117466678
