method,proportion,avg length
Post-GL,0.5,21.365424834671785
Post-GL,0.5,16.350093082692663
Post-GL,0.5,24.107347944215107
Post-GL,0.5,20.04474843604613
Post-GL,0.5,21.49143568036388
Post-GL,0.5,24.241615306034944
Post-GL,0.5,34.92238454880467
Post-GL,0.5,15.25887514543353
Post-GL,0.5,20.694999100276828
Post-GL,0.5,14.686140849714949
Post-GL,0.5,12.490665770088814
Post-GL,0.5,25.553261234387097
Post-GL,0.5,21.351979862084157
Post-GL,0.5,13.737238799894849
Post-GL,0.5,12.183030438880133
Post-GL,0.5,14.389887291065826
Post-GL,0.5,32.25489996273694
Post-GL,0.5,28.654575195246963
Post-GL,0.5,31.20642927402604
Post-GL,0.5,18.363318371085107
Post-GL,0.5,23.787719055963635
Post-GL,0.5,13.843553218085493
Post-GL,0.5,15.745575864317223
Post-GL,0.5,15.06390753544434
Post-GL,0.5,36.216097508814904
Post-GL,0.5,18.568118079804794
Post-GL,0.5,17.305638307928085
Post-GL,0.5,19.336416147798147
Post-GL,0.5,23.752170316587762
Post-GL,0.5,15.80664587899054
Post-GL,0.5,23.777634415323178
Post-GL,0.5,12.095241734225183
Post-GL,0.5,19.580125878636306
Post-GL,0.5,24.740180583232643
Post-GL,0.5,14.387055297164242
Post-GL,0.5,18.808578327149277
Post-GL,0.5,14.163374645570666
Post-GL,0.5,12.6657470036866
Post-GL,0.5,11.989826197513366
Post-GL,0.5,22.196554429947913
Post-GL,0.5,19.95180716258732
Post-GL,0.5,11.741054200283592
Post-GL,0.5,16.804158643948
Post-GL,0.5,14.000801392659715
Post-GL,0.5,21.678916753523435
Post-GL,0.5,18.353878197400242
Post-GL,0.5,252.70004395220974
Post-GL,0.5,18.552009926834902
Post-GL,0.5,13.13556618096877
Post-GL,0.5,23.252378681564355
Post-GL,0.5,12.527511090743603
Post-GL,0.5,17.592308401296304
Post-GL,0.5,11.560427681608628
Post-GL,0.5,27.6120676486488
Post-GL,0.5,33.066716855877495
Post-GL,0.5,17.574609658546194
Post-GL,0.5,16.542594220178895
Post-GL,0.5,23.896369143220728
Post-GL,0.5,18.874494662200306
Post-GL,0.5,29.391726255475085
Post-GL,0.5,22.42706613045374
Post-GL,0.5,11.65067164743099
Post-GL,0.5,22.712180537535165
Post-GL,0.5,16.478666447175392
Post-GL,0.5,14.747110993987926
Post-GL,0.5,19.459031654550955
Post-GL,0.5,21.42288967799817
Post-GL,0.5,20.973336009077986
Post-GL,0.5,19.15194576445554
Post-GL,0.5,16.105872243019043
Post-GL,0.5,18.589981577133035
Post-GL,0.5,12.056239117518146
Post-GL,0.5,30.808449915276178
Post-GL,0.5,18.964541038231687
Post-GL,0.5,18.381765332428166
Post-GL,0.5,15.218407581469046
Post-GL,0.5,16.18195275450117
Post-GL,0.5,27.158375894123456
Post-GL,0.5,13.575668770664176
Post-GL,0.5,12.165085610766626
Post-GL,0.5,22.482237463232153
Post-GL,0.5,20.45549761307919
Post-GL,0.5,15.877970200578499
Post-GL,0.5,18.16048700008965
Post-GL,0.5,21.46929996088266
Post-GL,0.5,27.928759278712295
Post-GL,0.5,26.264189697420296
Post-GL,0.5,22.234647266249922
Post-GL,0.5,23.225694883943376
Post-GL,0.5,18.18092610196927
Post-GL,0.5,165.55101614785858
Post-GL,0.5,16.333794588312273
Post-GL,0.5,24.514495739727874
Post-GL,0.5,17.642832685540565
Post-GL,0.5,15.87791676733099
Post-GL,0.5,12.533480057535451
Post-GL,0.5,12.3796059458606
Post-GL,0.5,28.663767108223958
Post-GL,0.5,19.5290860276189
Post-GL,0.5,21.55468924624576
Post-GL,0.5,13.978677112444142
Post-GL,0.5,32.30457091748012
Post-GL,0.5,20.816883871332937
Post-GL,0.5,21.1699096950353
Post-GL,0.5,13.748182089356462
Post-GL,0.5,36.888729244888104
Post-GL,0.5,29.32880116151124
Post-GL,0.5,20.03280039958821
Post-GL,0.5,11.7101071134515
Post-GL,0.5,10.409614070433184
Post-GL,0.5,11.961879834062417
Post-GL,0.5,30.82651495610943
Post-GL,0.5,14.302847546665703
Post-GL,0.5,19.05622080275713
Post-GL,0.5,15.716905269264407
Post-GL,0.5,31.763708010361988
Post-GL,0.5,13.637266547150181
Post-GL,0.5,23.39289188204121
Post-GL,0.5,21.86398905297471
Post-GL,0.5,18.917316302948272
Post-GL,0.5,20.13527626622525
Post-GL,0.5,12.056981169658483
Post-GL,0.5,28.968178549061527
Post-GL,0.5,17.00997171740943
Post-GL,0.5,25.88488749092586
Post-GL,0.5,14.031249140027153
Post-GL,0.5,14.275952301974973
Post-GL,0.5,40.8954496702641
Post-GL,0.5,21.152655182260148
Post-GL,0.5,14.377703931195782
Post-GL,0.5,14.815717547951058
Post-GL,0.5,15.838445909772664
Post-GL,0.5,26.070528847725033
Post-GL,0.5,11.56126637691564
Post-GL,0.5,23.434126372254823
Post-GL,0.5,36.27910644193884
Post-GL,0.5,31.3793197158397
Post-GL,0.5,12.250519029739941
Post-GL,0.5,22.410968759872546
Post-GL,0.5,22.820507953911214
Post-GL,0.5,13.795492764642612
Post-GL,0.5,11.93222139246336
Post-GL,0.5,23.34088586266197
Post-GL,0.5,12.331819275886119
Post-GL,0.5,17.962906914001188
Post-GL,0.5,12.060660098369967
Post-GL,0.5,14.153434602020695
Post-GL,0.5,13.550405722006454
Post-GL,0.5,29.443713089612128
Post-GL,0.5,26.73173138184326
Post-GL,0.5,13.104085554802902
Post-GL,0.5,18.242343041760254
Post-GL,0.5,59.842258138765175
Post-GL,0.5,16.222138119099945
Post-GL,0.5,18.454846639225668
Post-GL,0.5,20.29958811910347
Post-GL,0.5,12.459848418186427
Post-GL,0.5,15.177293798254498
Post-GL,0.5,16.310092713126373
Post-GL,0.5,17.997558443242283
Post-GL,0.5,44.664334695608666
Post-GL,0.5,23.10584510066206
Post-GL,0.5,19.853876136313836
Post-GL,0.5,15.512033210638862
Post-GL,0.5,19.57010216062591
Post-GL,0.5,19.177983967880504
Post-GL,0.5,13.132692000226717
Post-GL,0.5,21.009307193864576
Post-GL,0.5,33.61618173865157
Post-GL,0.5,14.95462063805646
Post-GL,0.5,19.984792134987714
Post-GL,0.5,19.906524474455047
Post-GL,0.5,16.87355544586756
Post-GL,0.5,34.14718137949417
Post-GL,0.5,19.447573610998962
Post-GL,0.5,16.573957577583755
Post-GL,0.5,14.582567554586817
Post-GL,0.5,20.586865075299993
Post-GL,0.5,12.528761458302794
Post-GL,0.5,22.462255125340533
Post-GL,0.5,16.574330706029674
Post-GL,0.5,16.286157232832192
Post-GL,0.5,14.67706800717761
Post-GL,0.5,18.986586192834807
Post-GL,0.5,14.358775063320804
Post-GL,0.5,17.26312430278112
Post-GL,0.5,18.40232602182955
Post-GL,0.5,13.427340438092164
Post-GL,0.5,13.569513871488295
Post-GL,0.5,18.78276288907866
Post-GL,0.5,18.2403510780391
Post-GL,0.5,18.841846857865185
Post-GL,0.5,22.654741514323756
Post-GL,0.5,14.53124183506717
Post-GL,0.5,38.21178579245804
Post-GL,0.5,17.594063574969
Post-GL,0.5,14.754415248455414
Post-GL,0.5,19.860559688808372
Post-GL,0.5,22.919272646342247
Post-GL,0.5,12.423860982837677
Post-GL,0.5,45.1315714007849
Post-GL,0.5,19.967587665953022
Post-GL,0.5,33.77900548243506
Post-GL,0.5,15.812122188518043
Post-GL,0.5,18.153890856904525
Post-GL,0.5,15.830378278668912
Post-GL,0.5,16.444482453735716
Post-GL,0.5,24.947890975428233
Post-GL,0.5,15.347749128378197
Post-GL,0.5,23.97992693471422
Post-GL,0.5,14.578427565457535
Post-GL,0.5,17.23857950405758
Post-GL,0.5,22.736869236747523
Post-GL,0.5,21.88042154718567
Post-GL,0.5,65.63272553517521
Post-GL,0.5,16.62011083754738
Post-GL,0.5,18.261833971165505
Post-GL,0.5,12.20742184571347
Post-GL,0.5,41.70730219393932
Post-GL,0.5,14.374389322687191
Post-GL,0.5,16.960445272961657
Post-GL,0.5,29.82976801776206
Post-GL,0.5,27.617302817251584
Post-GL,0.5,21.94204354094607
Post-GL,0.5,12.562220861115577
Post-GL,0.5,16.938428261661755
Post-GL,0.5,17.768056198121915
Post-GL,0.5,12.723562297909139
Post-GL,0.5,25.140937786433195
Post-GL,0.5,18.41130562163741
Post-GL,0.5,13.63055103937441
Post-GL,0.5,37.520754018019865
Post-GL,0.5,16.583353482702183
Post-GL,0.5,23.581338618955638
Post-GL,0.5,22.309801860196764
Post-GL,0.5,13.078406290857721
Post-GL,0.5,20.105426290679738
Post-GL,0.5,21.424045685967133
Post-GL,0.5,21.258956049983436
Post-GL,0.5,18.009825725925726
Post-GL,0.5,22.777001071920033
Post-GL,0.5,12.977896268868669
Post-GL,0.5,45.4351060177636
Post-GL,0.5,20.515293409413843
Post-GL,0.5,28.01903734853537
Post-GL,0.5,14.309914439202991
Post-GL,0.5,20.835062806168914
Post-GL,0.5,21.861898521437325
Post-GL,0.5,12.907792255531984
Post-GL,0.5,23.833293059805413
Post-GL,0.5,12.527818699284637
Post-GL,0.5,32.70286457322338
Post-GL,0.5,39.04683356390778
Post-GL,0.5,18.88258152177115
Post-GL,0.5,11.619191781698866
Post-GL,0.5,32.4137818435489
Post-GL,0.5,23.268826652011587
Post-GL,0.5,30.0159929728916
Post-GL,0.5,12.303920145268405
Post-GL,0.5,14.21288197866384
Post-GL,0.5,16.72534470216503
Post-GL,0.5,20.772788714432423
Post-GL,0.5,22.82912815415899
Post-GL,0.5,13.027343479581537
Post-GL,0.5,13.438100213820821
Post-GL,0.5,18.54418026965319
Post-GL,0.5,18.261455152323855
Post-GL,0.5,20.600974667292668
Post-GL,0.5,20.91248140112186
Post-GL,0.5,16.755144243313985
Naive,0.5,21.28802571840483
Naive,0.5,14.722339272774539
Naive,0.5,14.642438587439905
Naive,0.5,12.18096083481539
Naive,0.5,13.89019463923983
Naive,0.5,16.61188302443826
Naive,0.5,16.583518363130118
Naive,0.5,16.32935481988326
Naive,0.5,30.09491550674811
Naive,0.5,22.91711045495385
Naive,0.5,13.929494897379415
Naive,0.5,17.069566973783523
Naive,0.5,14.864618198439501
Naive,0.5,20.31609184512446
Naive,0.5,23.694960949772515
Naive,0.5,23.392649234547225
Naive,0.5,15.033178640753357
Naive,0.5,18.62314496856776
Naive,0.5,27.374794785506424
Naive,0.5,10.986748948442687
Naive,0.5,21.364096429714955
Naive,0.5,35.51339241888719
Naive,0.5,14.340703164175967
Naive,0.5,16.69562237690397
Naive,0.5,20.992329842863935
Naive,0.5,35.6467106152956
Naive,0.5,33.457483675375364
Naive,0.5,14.11488288465308
Naive,0.5,37.279911398986584
Naive,0.5,17.714220577481132
Naive,0.5,21.12790937985097
Naive,0.5,20.521443921951192
Naive,0.5,18.79595722956476
Naive,0.5,34.43847785682843
Naive,0.5,15.876893698123652
Naive,0.5,20.84681786677735
Naive,0.5,15.498670460419396
Naive,0.5,36.1524952378784
Naive,0.5,11.663467379765189
Naive,0.5,19.438428191351417
Naive,0.5,31.857476027712025
Naive,0.5,15.141900481998608
Naive,0.5,14.530185995704912
Naive,0.5,19.890558409680462
Naive,0.5,24.917359688160406
Naive,0.5,19.83443473899363
Naive,0.5,22.164282778272216
Naive,0.5,14.844783215666023
Naive,0.5,19.158476229194083
Naive,0.5,18.525594044309923
Naive,0.5,31.562843335812815
Naive,0.5,22.98900034774778
Naive,0.5,16.83082446936646
Naive,0.5,21.30723675367056
Naive,0.5,10.758531163040553
Naive,0.5,25.13427766426872
Naive,0.5,14.164370761417127
Naive,0.5,17.422584581890224
Naive,0.5,12.780781793036974
Naive,0.5,18.717377457451576
Naive,0.5,25.406193938077283
Naive,0.5,17.404636619780067
Naive,0.5,16.33270735923132
Naive,0.5,22.016268120999865
Naive,0.5,17.895329768133784
Naive,0.5,13.531755020474263
Naive,0.5,22.527348895407897
Naive,0.5,22.421413957468115
Naive,0.5,23.63704256600914
Naive,0.5,21.980964022334355
Naive,0.5,13.991180423926357
Naive,0.5,22.5680017377698
Naive,0.5,15.024700642215983
Naive,0.5,12.129852265353644
Naive,0.5,23.123959147441862
Naive,0.5,18.52568167549258
Naive,0.5,22.704403448863406
Naive,0.5,21.015705667645054
Naive,0.5,11.92816238396712
Naive,0.5,17.61421576395723
Naive,0.5,21.316850351947558
Naive,0.5,21.31747764007169
Naive,0.5,23.771748400508354
Naive,0.5,14.75244093749265
Naive,0.5,12.371698390081635
Naive,0.5,16.634313433544737
Naive,0.5,11.05072054719562
Naive,0.5,22.870315481669145
Naive,0.5,16.912430655473138
Naive,0.5,23.55908956192129
Naive,0.5,14.01282968997586
Naive,0.5,16.313164728721862
Naive,0.5,21.861089210031356
Naive,0.5,25.92528145838304
Naive,0.5,19.44891129396057
Naive,0.5,15.238564345424725
Naive,0.5,15.68870015321358
Naive,0.5,21.193585034384405
Naive,0.5,14.806274583652488
Naive,0.5,21.218000532482115
Naive,0.5,23.03100182848693
Naive,0.5,29.760966496021283
Naive,0.5,17.480469263547384
Naive,0.5,19.981575647029597
Naive,0.5,23.17722976695549
Naive,0.5,23.50594184613205
Naive,0.5,18.101046852594475
Naive,0.5,13.565630654920227
Naive,0.5,20.3867664191962
Naive,0.5,19.299504757909123
Naive,0.5,17.650046713061204
Naive,0.5,14.378213964565921
Naive,0.5,16.2971040692203
Naive,0.5,25.463651049278493
Naive,0.5,15.97281957363204
Naive,0.5,19.838124754253407
Naive,0.5,23.887087736539755
Naive,0.5,23.78097239364486
Naive,0.5,14.473715137765145
Naive,0.5,19.557474251702082
Naive,0.5,18.763375403036296
Naive,0.5,23.24356833840228
Naive,0.5,22.51454994566543
Naive,0.5,13.95405326464496
Naive,0.5,21.728418827818846
Naive,0.5,19.23464625515136
Naive,0.5,18.652062687187335
Naive,0.5,14.25072425515953
Naive,0.5,17.66216364723009
Naive,0.5,17.98786128597192
Naive,0.5,21.261064923515978
Naive,0.5,1940.348159479406
Naive,0.5,20.08951677028859
Naive,0.5,15.589853986575648
Naive,0.5,19.119113040122496
Naive,0.5,19.39264939594644
Naive,0.5,30.86270577292316
Naive,0.5,22.499629240840648
Naive,0.5,15.509091958893345
Naive,0.5,22.886464014203607
Naive,0.5,20.3794621708618
Naive,0.5,17.283167440046594
Naive,0.5,21.509978971609378
Naive,0.5,18.417620407486332
Naive,0.5,25.45804916003196
Naive,0.5,13.940028167040579
Naive,0.5,22.614372974294763
Naive,0.5,15.06267289145967
Naive,0.5,14.7960416922867
Naive,0.5,15.18917946810017
Naive,0.5,10.792189219720287
Naive,0.5,20.911310261776407
Naive,0.5,22.21824012505746
Naive,0.5,15.27859658488777
Naive,0.5,34.94116827227369
Naive,0.5,17.058515351623136
Naive,0.5,20.735541438541315
Naive,0.5,17.778235930496866
Naive,0.5,19.27228925516286
Naive,0.5,31.093638125925995
Naive,0.5,20.16140722839437
Naive,0.5,15.532139614141093
Naive,0.5,21.98751203426279
Naive,0.5,15.90607904542098
Naive,0.5,16.93551388840281
Naive,0.5,19.971750597447418
Naive,0.5,23.687921170297106
Naive,0.5,17.767286807402783
Naive,0.5,22.29914273322565
Naive,0.5,21.878934408890196
Naive,0.5,22.176029406130276
Naive,0.5,12.343851202197799
Naive,0.5,19.9073238788543
Naive,0.5,21.433352771508535
Naive,0.5,36.53825944272272
Naive,0.5,20.547590527822738
Naive,0.5,11.843034643235265
Naive,0.5,17.324706129760937
Naive,0.5,14.985444320452926
Naive,0.5,22.208987549846764
Naive,0.5,13.389394670081543
Naive,0.5,23.837535087942495
Naive,0.5,21.799585387138727
Naive,0.5,22.018630381191503
Naive,0.5,18.957895041779192
Naive,0.5,19.310101579386558
Naive,0.5,18.826195073845543
Naive,0.5,13.931563405950035
Naive,0.5,14.39239379139139
Naive,0.5,22.06800736527658
Naive,0.5,17.01792941962617
Naive,0.5,17.13002651655669
Naive,0.5,14.053790339871787
Naive,0.5,17.048554830312135
Naive,0.5,22.310866238472606
Naive,0.5,26.205959513620453
Naive,0.5,23.477023265525734
Naive,0.5,22.0224770367457
Naive,0.5,13.92851017834983
Naive,0.5,13.277064341090433
Naive,0.5,34.12388783160602
Naive,0.5,18.530021532212587
Naive,0.5,22.496461912171632
Naive,0.5,11.674097168116228
Naive,0.5,17.22554448971358
Naive,0.5,14.701283217718174
Naive,0.5,22.32097013654027
Naive,0.5,20.256478450401545
Naive,0.5,18.730471233906318
Naive,0.5,16.93926941373429
Naive,0.5,21.137562895133584
Naive,0.5,23.8139402977347
Naive,0.5,14.702286948159308
Naive,0.5,14.546218544050655
Naive,0.5,20.616444018881584
Naive,0.5,21.833681880886438
Naive,0.5,11.642389557599666
Naive,0.5,23.671875114437125
Naive,0.5,15.969579365611263
Naive,0.5,14.956880748420856
Naive,0.5,21.782165548930305
Naive,0.5,21.38635774632563
Naive,0.5,15.919387725312042
Naive,0.5,26.336840062481095
Naive,0.5,30.51117029609447
Naive,0.5,10.867098436863932
Naive,0.5,18.40213577686929
Naive,0.5,13.842128734343612
Naive,0.5,23.51238961725159
Naive,0.5,14.793334363382504
Naive,0.5,29.297026448961574
Naive,0.5,13.518735622287297
Naive,0.5,14.873348580780657
Naive,0.5,23.896258640349004
Naive,0.5,22.727420190871122
Naive,0.5,18.162351302295473
Naive,0.5,36.783488437282855
Naive,0.5,32.51217485127203
Naive,0.5,21.658750437240297
Naive,0.5,16.063086813854476
Naive,0.5,19.748063881018762
Naive,0.5,26.933317619200725
Naive,0.5,11.735214773030814
Naive,0.5,16.808471067082746
Naive,0.5,23.821483165668734
Naive,0.5,21.349496879875563
Naive,0.5,20.81878050736052
Naive,0.5,21.139353014913368
Naive,0.5,24.28833971377469
Naive,0.5,26.154075702808242
Naive,0.5,18.389172129976316
Naive,0.5,20.78442628950811
Naive,0.5,17.61660653556425
Naive,0.5,15.428973653890392
Naive,0.5,14.449589514127387
Naive,0.5,22.380892721689573
Naive,0.5,21.99401491352006
Naive,0.5,23.011124921671797
Naive,0.5,14.685681361666918
Naive,0.5,21.057451251137714
Naive,0.5,22.553782091062175
Naive,0.5,18.648274501657436
Naive,0.5,11.323520338450859
Naive,0.5,14.665382686506844
Naive,0.5,17.521567317012458
Naive,0.5,22.62652528377055
Naive,0.5,14.369666431792641
Naive,0.5,19.430062272156956
Naive,0.5,19.526017562589814
Naive,0.5,14.002509020829143
Naive,0.5,15.031231696517555
Naive,0.5,17.19222460978804
Naive,0.5,21.21610319733368
Naive,0.5,26.616664154030783
Naive,0.5,25.55714943335131
Naive,0.5,18.687891386365475
Naive,0.5,15.255209023132469
Naive,0.5,14.953220616466874
Naive,0.5,20.71973425072031
Naive,0.5,20.46437318351155
Naive,0.5,22.26819867036012
Naive,0.5,16.363473411312352
Naive,0.5,10.796368883710462
Naive,0.5,10.749428284610586
Naive,0.5,16.6080049829636
Naive,0.5,14.242978464565029
Naive,0.5,14.43189549004343
Naive,0.5,19.38036506193251
Naive,0.5,18.211729140019806
Naive,0.5,20.18901112717624
Naive,0.5,24.021699650344683
Naive,0.5,23.557233675136963
Naive,0.5,14.101971264772809
Naive,0.5,14.814139321728957
Naive,0.5,17.125784936071483
Naive,0.5,14.222214851750259
Naive,0.5,13.810538001253198
Naive,0.5,22.724376526185345
Naive,0.5,22.6923845761948
Naive,0.5,26.469281479051144
Naive,0.5,16.252509533183026
Naive,0.5,22.386012368053056
Naive,0.5,21.215830840676254
Naive,0.5,22.58650453130078
Naive,0.5,20.180577372503702
Naive,0.5,15.956928679801507
Naive,0.5,32.49346279850195
Naive,0.5,14.171998521372315
Naive,0.5,15.774841244095796
Naive,0.5,15.411068245086721
Naive,0.5,18.464393888034493
Naive,0.5,14.038437392574556
Naive,0.5,32.69581816877471
Naive,0.5,14.69321620178145
Naive,0.5,16.339612025051803
Naive,0.5,21.432310130832462
Naive,0.5,22.9993822877962
Data splitting,0.6,15.595868676770312
Data splitting,0.6,37.77962929533813
Data splitting,0.6,50.298767035416645
Data splitting,0.6,21.382663955131143
Data splitting,0.6,29.79363273722401
Data splitting,0.6,24.640269593823497
Data splitting,0.6,28.025610483373136
Data splitting,0.6,31.45470273448662
Data splitting,0.6,18.233972331990785
Data splitting,0.6,18.506706158769468
Data splitting,0.6,37.173050041035125
Data splitting,0.6,28.116335233500866
Data splitting,0.6,41.81520226315505
Data splitting,0.6,42.08680215650303
Data splitting,0.6,36.891305990479104
Data splitting,0.6,24.22862429593275
Data splitting,0.6,26.523672745780868
Data splitting,0.6,19.1835580333467
Data splitting,0.6,28.57463923738667
Data splitting,0.6,25.45455809886369
Data splitting,0.6,28.68609667328904
Data splitting,0.6,25.51367535305254
Data splitting,0.6,33.78173551752285
Data splitting,0.6,29.18089715959611
Data splitting,0.6,27.62296183282193
Data splitting,0.6,26.063529420358833
Data splitting,0.6,42.6485671999852
Data splitting,0.6,33.636279531525894
Data splitting,0.6,25.46429747598645
Data splitting,0.6,29.445839201128262
Data splitting,0.6,34.30299123856437
Data splitting,0.6,31.156830148292592
Data splitting,0.6,25.41542616407628
Data splitting,0.6,22.336215246501844
Data splitting,0.6,43.99985798864786
Data splitting,0.6,49.993652985041656
Data splitting,0.6,40.51698001385522
Data splitting,0.6,22.530667915937283
Data splitting,0.6,44.64409594507137
Data splitting,0.6,38.538875720732186
Data splitting,0.6,38.96284423944847
Data splitting,0.6,23.06375537581439
Data splitting,0.6,37.562058216830096
Data splitting,0.6,39.132921684501234
Data splitting,0.6,32.136175092012344
Data splitting,0.6,30.05247873816695
Data splitting,0.6,33.03160223432017
Data splitting,0.6,35.141342689450155
Data splitting,0.6,45.21343908893306
Data splitting,0.6,22.451743691237514
Data splitting,0.6,22.53718869138617
Data splitting,0.6,26.41221464260399
Data splitting,0.6,36.971398369650636
Data splitting,0.6,17.427576761614525
Data splitting,0.6,36.731126585579155
Data splitting,0.6,25.080918033191313
Data splitting,0.6,25.647842800958152
Data splitting,0.6,35.23281918888147
Data splitting,0.6,21.546373843032658
Data splitting,0.6,15.476476058949665
Data splitting,0.6,24.936860670065226
Data splitting,0.6,19.252255088158627
Data splitting,0.6,37.709213523189725
Data splitting,0.6,28.29185858570897
Data splitting,0.6,28.372582136221265
Data splitting,0.6,21.32493942909091
Data splitting,0.6,27.476729545313106
Data splitting,0.6,23.932031043585916
Data splitting,0.6,27.295750475186125
Data splitting,0.6,25.475104164497953
Data splitting,0.6,25.31600468381844
Data splitting,0.6,17.53262352365204
Data splitting,0.6,17.310575073299777
Data splitting,0.6,41.21340913961104
Data splitting,0.6,24.700868695667754
Data splitting,0.6,40.54530728299873
Data splitting,0.6,45.3565113109026
Data splitting,0.6,26.550642973822097
Data splitting,0.6,39.073824503045884
Data splitting,0.6,32.10305136282469
Data splitting,0.6,33.50373965127495
Data splitting,0.6,22.550037741273606
Data splitting,0.6,18.300498941591815
Data splitting,0.6,31.56470043148468
Data splitting,0.6,23820.45349775185
Data splitting,0.6,24.51368096442123
Data splitting,0.6,24.086572847270993
Data splitting,0.6,40.364327574670554
Data splitting,0.6,23.540261103258768
Data splitting,0.6,24.473647200842993
Data splitting,0.6,34.556328014602364
Data splitting,0.6,18.216328663498395
Data splitting,0.6,35.96553817480345
Data splitting,0.6,41.525112691940464
Data splitting,0.6,29.449206023367974
Data splitting,0.6,24.106914588462875
Data splitting,0.6,24.365450486111012
Data splitting,0.6,24.2208998464277
Data splitting,0.6,47.00234379706946
Data splitting,0.6,29.72411968388899
Data splitting,0.6,37.413582985999106
Data splitting,0.6,27.543616968992445
Data splitting,0.6,86.22090877444758
Data splitting,0.6,26.493131152829882
Data splitting,0.6,42.362285596758824
Data splitting,0.6,3315.4296585069433
Data splitting,0.6,43.397813804801835
Data splitting,0.6,19.840573913975867
Data splitting,0.6,38.46492753710475
Data splitting,0.6,48.01791158152724
Data splitting,0.6,35.26640340351018
Data splitting,0.6,25.67986107525197
Data splitting,0.6,22.799481235863396
Data splitting,0.6,29.58370549458144
Data splitting,0.6,27.49463018526783
Data splitting,0.6,28.739210785470068
Data splitting,0.6,34.37951144456666
Data splitting,0.6,33.6892449235493
Data splitting,0.6,35.888177602925154
Data splitting,0.6,40.849369597716965
Data splitting,0.6,32.37539685010511
Data splitting,0.6,2550.124396229182
Data splitting,0.6,25.393904311671584
Data splitting,0.6,29.25294612965166
Data splitting,0.6,25.130210584393595
Data splitting,0.6,22.932977101161477
Data splitting,0.6,22.273335324410144
Data splitting,0.6,19.98260471831586
Data splitting,0.6,29.752542394066392
Data splitting,0.6,38.63955914873662
Data splitting,0.6,19.344264736104957
Data splitting,0.6,22.684098050897987
Data splitting,0.6,20.92767805646787
Data splitting,0.6,18.937836059192072
Data splitting,0.6,28.626217202342453
Data splitting,0.6,45.08879130935221
Data splitting,0.6,20.167898591479677
Data splitting,0.6,28.958362662075693
Data splitting,0.6,20.338914005910137
Data splitting,0.6,21.948911380569726
Data splitting,0.6,41.016429094227284
Data splitting,0.6,24.021421789466885
Data splitting,0.6,17.27186108436472
Data splitting,0.6,35.57960998487632
Data splitting,0.6,26.297161478056676
Data splitting,0.6,18.08254039693699
Data splitting,0.6,23.635929954356435
Data splitting,0.6,33.492989572485214
Data splitting,0.6,47.85634601249941
Data splitting,0.6,51.86736503990977
Data splitting,0.6,19.779892619897055
Data splitting,0.6,38.421540552653624
Data splitting,0.6,23.953778885496543
Data splitting,0.6,29.013965274187267
Data splitting,0.6,23.307615740036702
Data splitting,0.6,21.28233100734434
Data splitting,0.6,26.93041850415484
Data splitting,0.6,34.28919295477192
Data splitting,0.6,22.45761902885017
Data splitting,0.6,45.48760404663808
Data splitting,0.6,32.65270382854603
Data splitting,0.6,19.965996214659633
Data splitting,0.6,34.71225562469526
Data splitting,0.6,35.538889452183504
Data splitting,0.6,26.121859918416547
Data splitting,0.6,34.25523911335183
Data splitting,0.6,19.218058701165965
Data splitting,0.6,23.20355301641471
Data splitting,0.6,29.366473715192093
Data splitting,0.6,20.021113274774567
Data splitting,0.6,25.8343472581058
Data splitting,0.6,32.9432489733077
Data splitting,0.6,21.18010258003395
Data splitting,0.6,24.93707149434571
Data splitting,0.6,30.68865469972002
Data splitting,0.6,36.19841233194194
Data splitting,0.6,33.321225921279655
Data splitting,0.6,57.15052056875443
Data splitting,0.6,21.759162219038906
Data splitting,0.6,51.93373853484327
Data splitting,0.6,32.93272600354407
Data splitting,0.6,18.336576658556037
Data splitting,0.6,30.39268460649396
Data splitting,0.6,18.520511214870268
Data splitting,0.6,42.53293689565512
Data splitting,0.6,38.552816443890286
Data splitting,0.6,21.685265844033093
Data splitting,0.6,39.82317285507902
Data splitting,0.6,24.92633834568517
Data splitting,0.6,28.07510111268899
Data splitting,0.6,22.858894345996237
Data splitting,0.6,42.988023620195676
Data splitting,0.6,27.83468451120347
Data splitting,0.6,16.79950540711876
Data splitting,0.6,22.70543037156687
Data splitting,0.6,44.09768960162324
Data splitting,0.6,48.75694567671723
Data splitting,0.6,27.565489992849642
Data splitting,0.6,30.391898315205264
Data splitting,0.6,19.633504517364848
Data splitting,0.6,27.91321540649436
Data splitting,0.6,32.30979678668309
Data splitting,0.6,31.391670263540625
Data splitting,0.6,24.49133840505923
Data splitting,0.6,47.407564104421986
Data splitting,0.6,20.618699138428504
Data splitting,0.6,23.70518265008853
Data splitting,0.6,22.75103593000191
Data splitting,0.6,34.23620868910385
Data splitting,0.6,40.679342755930755
Data splitting,0.6,27.947223632659064
Data splitting,0.6,63.60789221115587
Data splitting,0.6,23.8364476606169
Data splitting,0.6,21.64615748945354
Data splitting,0.6,42.55057250805653
Data splitting,0.6,2333.626117705942
Data splitting,0.6,28.862153064323547
Data splitting,0.6,26.106622204500365
Data splitting,0.6,26.89802259894476
Data splitting,0.6,33.058128478017785
Data splitting,0.6,25.9330300394892
Data splitting,0.6,48.967483658603186
Data splitting,0.6,59.451940350107485
Data splitting,0.6,36.8152146397102
Data splitting,0.6,25.306451863569656
