,Lower,Upper,MLE,P value
Intercept,-66.13016147302713,-46.05720705407323,-56.09368426355018,3.8183507003277546e-20
INDFMPIR,-15.594547847502191,-0.6070645887836328,-8.100806218142912,0.07538702711678054
BMXBMI,2.2186256869486414,15.96984488518683,9.094235286067736,0.02958398984365873
DBD910,-0.77592286604692,15.893778513433258,7.5589278236931685,0.13577047521739272
BPQ020_hypertension,-31.702738778463573,12.13063933874945,-9.786049719857061,0.462677105580909
